"MATERIAL","LANGU","TXTMD"
"R86BLFNS12","E","Phí vận chuyển heo thịt, heo loại trên 1"
"R86BLFNS13","E","Phí vận chuyển heo thịt, heo loại trên 1"
"R86BLFNS23","E","Phí vận chuyển heo từ 0 đến 100km (xe từ"
"R86BLFNS24","E","Phí vận chuyển heo từ 101 đến 150km (xe"
"R86BLFNS25","E","Phí vận chuyển heo trên 150Km (xe từ 20"
"R86BLFNS26","E","Phí vận chuyển heo nội bộ (xe từ 20 tấn)"
"R86BLFNS28","E","Phí vận chuyển heo thịt, heo loại từ 0Km"
"R86BLFNS29","E","Phí vận chuyển heo thịt, heo loại từ 16K"
"R86BLFNS30","E","Phí vận chuyển heo thịt, heo loại từ 61K"
"R86BLFNS31","E","Phí vận chuyển heo thịt, heo loại từ 0Km"
"R86BLFNS32","E","Phí vận chuyển heo thịt, heo loại từ 16K"
"R86BLFNS33","E","Phí vận chuyển heo thịt, heo loại từ 61K"
"R86BLFNS34","E","Phí vận chuyển heo xe dưới 20 tấn"
"R86BLFNS35","E","Phí vận chuyển heo xe trên 20 tấn"
"R87BLCFT10","E","Heo thịt từ 60kg đến dưới 80kg"
"R87BLDFT01","E","Heo thịt loại từ 46kg đến dưới 60kg"
"R87BLDFT02","E","Heo thịt loại từ 20kg đến dưới 46kg"
"R88BLAPS01","E","Heo hậu bị GF 24_MN"
"R88BLAPS02","E","Heo hậu bị GF 24_MB"
"R88BLAPS03","E","Heo hậu bị GF24_Đăc biệt (giao hàng tại"
"R88BLAPS04","E","Heo hậu bị GF24_Đăc biệt 1 (giao hàng tạ"
"R88BLBFT01","E","Heo cai sữa đời con GF24 từ 12 đến dưới"
"R88BLBFT02","E","Heo cai sữa đời con GF24 từ 16 đến 20kg"
"R88BLBFT03","E","Heo cai sữa đời con GF24 trên 20kg_MN4"
"R88BLBFT04","E","Heo cai sữa đời con GF24 (từ 7kg trở xuố"
"R88BLBFT05","E","Heo cai sữa đời con GF24 (trên 7kg đến d"
"R88BLBFT06","E","Heo cai sữa đời con GF24 (từ 7kg trở xuố"
"R88BLBFT07","E","Heo cai sữa đời con GF24 (trên 7kg)_MB4"
"R88BLBFT09","E","Heo cai sữa đời con GF24 từ 12Kg đến dướ"
"R88BLBFT10","E","Heo cai sữa đời con GF24 từ 16Kg đến dướ"
"R88BLBFT11","E","Heo cai sữa đực thiến trờn 20kg _NB4"
"R88BLBWE01","E","Heo cai sữa đực thiến từ 12 đến dưới 16k"
"R88BLBWE02","E","Heo cai sữa đực thiến từ 16 đến 20kg_MN2"
"R88BLBWE03","E","Heo cai sữa đực thiến trên 20kg_MN2"
"R88BLBWE04","E","Heo cai sữa đực thiến (từ 7kg trở xuống)"
"R88BLBWE05","E","Heo cai sữa đực thiến (trên 7kg đến dưới"
"R88BLBWE06","E","Heo cai sữa đực thiến (từ 7kg trở xuống)"
"R88BLBWE07","E","Heo cai sữa đực thiến (trên 7kg )_MB2"
"R88BLBWE08","E","Heo cai sữa đực thiến từ 12kg đến dưới 1"
"R88BLBWE09","E","Heo cai sữa đực thiến từ 16kg đến dưới 2"
"R88BLBWE10","E","Heo cai sữa đực thiến trờn 20kg_NB2"
"R88BLCFT01","E","Heo thịt DNF_3 Máu"
"R88BLCFT02","E","Heo thịt theo lô_3 Máu"
"R88BLCFT03","E","Heo thịt Loại 1 (Từ 90kg đến dưới 120kg)"
"R88BLCFT04","E","Heo thịt Loại 2 (Từ 80kg đến dưới 90kg)_"
"R88BLCFT05","E","Heo thịt Loại 3 (Từ 120kg trở lên)_3 Máu"
"R88BLCFT06","E","Heo thịt DNF từ 60kg đến dưới 80kg_3 Máu"
"R88BLCPO01","E","Heo thịt DNF_2 Máu"
"R88BLCPO02","E","Heo thịt theo lô_2 Máu"
"R88BLCPO03","E","Heo thịt Loại 1 (Từ 90kg đến dưới 120kg)"
"R88BLCPO04","E","Heo thịt Loại 2 (Từ 80kg đến dưới 90kg)_"
"R88BLCPO05","E","Heo thịt Loại 3 (Từ 120kg trở lên)_2 Máu"
"R88BLCPO06","E","Heo thịt từ 60kg đến dưới 80kg"
"R88BLCPO07","E","Đực thí tính_MN"
"R88BLCPO08","E","Đực thí tính_MB"
"R88BLDBO01","E","Đực loại từ 60kg đến dưới 120kg (Hậu bị"
"R88BLDBO02","E","Đực loại từ 60kg đến dưới 120kg (Hậu bị"
"R88BLDBO03","E","Đực loại trên 120kg (Hậu bị đực, Nọc)"
"R88BLDBO04","E","Đực loại trên 120kg (Hậu bị đực, Nọc)(li"
"R88BLDGI01","E","Hậu bị cái loại từ 150kg trở lên"
"R88BLDGI02","E","Hậu bị cái loại từ 150kg trở lên (liệt,"
"R88BLDGI03","E","Hậu bị cái loại từ 90kg đến dưới 150kg"
"R88BLDGI04","E","Hậu bị cái loại từ 90kg đến dưới 150kg ("
"R88BLDPO01","E","Heo thịt loại từ 46kg đến dưới 60kg"
"R88BLDPO02","E","Heo thịt loại từ 15kg đến dưới 46kg"
"R88BLDPO03","E","Heo thịt loại dưới 15kg"
"R88BLDPO08","E","Heo thịt loại từ 80kg đến dưới 90kg"
"R88BLDPO09","E","Heo thịt loại từ 90kg đến dưới 120kg"
"R88BLDPO10","E","Heo thịt loại từ 120kg trở lên"
"R88BLDSO01","E","Nái loại (không phân biệt trọng lượng)"
"R88BLDSO02","E","Nái loại (không phân biệt trọng lượng li"
"R88BLEPF01","E","Phí giống heo hậu bị C54"
"R88BLEPS01","E","Phí giống heo hậu bị GF 24"
"R88BLEPS02","E","Phí giống đực thí tình"
"R88BLEPS03","E","Phí giống heo GF24_Đặc biệt (giao hàng t"
"R88BLEPS04","E","Phí giống heo GF24_Đặc biệt 1(giao hàng"
"R88BLEPS07","E","Phí giống heo hậu bị GF24_NB DNA"
"R88BLFNS01","E","Phí vận chuyển heo từ 0 đến 100km (xe dư"
"R88BLFNS02","E","Phí vận chuyển heo từ 101 đến 150km (xe"
"R88BLFNS03","E","Phí vận chuyển heo trên 150Km (xe dưới 2"
"R88BLFNS04","E","Phí vận chuyển heo nội bộ (xe dưới 20 tấ"
"R88BLFNS05","E","Phí vận chuyển heo Miền Bắc"
"R88BLFNS09","E","Phí vận chuyển heo thịt, heo loại dưới 1"
"R88BLFNS10","E","Phí vận chuyển heo thịt, heo loại từ 16K"
"R88BLFNS11","E","Phí vận chuyển heo thịt, heo loại từ 61K"
"R88BLFNS12","E","Phí vận chuyển heo thịt, heo loại trên 1"
"R88BLFNS13","E","Phí vận chuyển heo thịt, heo loại trên 1"
"R88BLFNS23","E","Phí vận chuyển heo từ 0 đến 100km (xe từ"
"R88BLFNS24","E","Phí vận chuyển heo từ 101 đến 150km (xe"
"R88BLFNS25","E","Phí vận chuyển heo trên 150Km (xe từ 20"
"R88BLFNS26","E","Phí vận chuyển heo nội bộ (xe từ 20 tấn)"
"R88BLFNS28","E","Phí vận chuyển heo thịt, heo loại từ 0Km"
"R88BLFNS29","E","Phí vận chuyển heo thịt, heo loại từ 16K"
"R88BLFNS30","E","Phí vận chuyển heo thịt, heo loại từ 61K"
"R88BLFNS31","E","Phí vận chuyển heo thịt, heo loại từ 0Km"
"R88BLFNS32","E","Phí vận chuyển heo thịt, heo loại từ 16K"
"R88BLFNS33","E","Phí vận chuyển heo thịt, heo loại từ 61K"
"R88BLFNS34","E","Phí vận chuyển heo xe dưới 20 tấn"
"R88BLFNS35","E","Phí vận chuyển heo xe trên 20 tấn"
"R88BLHPF01","E","Heo hậu bị C54"
"R88BNBGG01","E","Heo hậu bị đực cụ kỵ 30kg đầu"
"R88BNBGG02","E","Heo hậu bị đực cụ kỵ trên 30kg"
"R88BNBGG03","E","Heo hậu bị cái cụ kỵ  30kg đầu"
"R88BNBGG04","E","Heo hậu bị cái cụ kỵ trên 30kg"
"R88BNBGP01","E","Heo hậu bị Cái ông bà 30 kg đầu"
"R88BNBGP02","E","Heo hậu bị Cái ông bà lớn hơn 30kg"
"R88BNBGP03","E","Heo hậu bị Đực ông bà 30kg đầu"
"R88BNBGP04","E","Heo hậu bị Đực ông bà lớn hơn 30kg"
"R88BNBPS01","E","Heo hậu bị Đực thương phẩm 30kg đầu"
"R88BNBPS02","E","Heo hậu bị Đực thương phẩm lớn hơn 30kg"
"R88NLFNS09","E","Phí vận chuyển heo thịt, heo loại dưới 1"
"R88PLAPS05","E","Heo hậu bị GF 24_NB DNA"
"S-AIC-AC-001","E","Máy lạnh"
"S-AIC-AC-002","E","Mạch điều khiển máy lạnh"
"S-AIC-AC-004","E","Quạt thổi gió"
"S-AIC-PU-001","E","Bơm nước xả"
"S-BAF-BF-001","E","Túi lọc 168x4200mm"
"S-BAF-BF-002","E","Túi lọc 668x1890mm"
"S-BAF-BF-009","E","Túi lọc 190x2550L"
"S-BAF-BF-013","E","Túi lọc 121xL2550"
"S-BAF-BF-014","E","Túi lọc 140xL3535"
"S-BAF-BF-015","E","Túi lọc 190x1550"
"S-BAF-BF-016","E","Túi lọc D495x1540"
"S-BAF-BF-017","E","Túi lọc D890x1600"
"S-BAF-BF-018","E","Túi lọc 130 x 900mm"
"S-BAF-BF-020","E","Túi thoát khí"
"S-BAF-BF-022","E","TÚI LỌC BỤI Kích thước: Ф160 x 3000 mm"
"S-BAF-BF-023","E","TÚI LỌC BỤI Kích thước: Ф128 x L1000 mm"
"S-BAF-BF-024","E","Túi lọc 415x1900"
"S-BAF-BF-027","E","Túi lọc 300x450"
"S-BAF-BF-029","E","Túi thoát khí 320x580"
"S-BAF-BF-030","E","Túi lọc 740x1070"
"S-BAF-BF-035","E","Túi thoát khí vuông 560x560x 880H"
"S-BAF-BF-036","E","Túi thoát khí chu vi 1620x1245L"
"S-BAF-BF-037","E","Túi thoát khí chu vi 1780x1300L"
"S-BAF-BF-038","E","Túi thoát khí chu vi 1780 dài 1510"
"S-BAF-BF-039","E","Túi thoát khí chu vi 1780x1300"
"S-BAF-BF-041","E","Túi lọc bụi Ф 350x600mm"
"S-BAF-BF-042","E","Túi lọc bụi Ф 350x1000mm"
"S-BAF-BF-043","E","Túi lọc bụi Ф 450x1100mm"
"S-BAF-BF-044","E","Túi thoát khí 330x450"
"S-BAF-BF-045","E","Túi thoát khí 400x1200"
"S-BAF-BF-046","E","Túi thoát khí 330x1000"
"S-BAF-BF-047","E","Túi lọc 320x1050"
"S-BAF-BF-048","E","Túi lọc 320x500"
"S-BAF-BF-049","E","Túi lọc 220x500"
"S-BAF-BF-050","E","TÚI LỌC BỤI Kích thước:W515mm x L1540 mm"
"S-BAF-BF-051","E","Túi lọc 660x1875"
"S-BAF-BF-052","E","Túi thoát khí 270x500"
"S-BAF-BF-053","E","Túi lọc 160x2000"
"S-BAF-BF-054","E","Túi lọc 160x2500"
"S-BAG-MA-001","E","Máy đóng túi"
"S-BEA-AC-001","E","Nắp che gối đỡ SKF 516-613"
"S-BEA-AS-001","E","Ống lót SKF H 2310"
"S-BEA-AS-002","E","Ống lót SKF H 3124"
"S-BEA-AS-003","E","Ống lót SKF H312"
"S-BEA-AS-006","E","Ống lót H 2306"
"S-BEA-AS-007","E","Ống lót H 2309"
"S-BEA-AS-008","E","Ống lót H 310"
"S-BEA-AS-009","E","Ống lót H 316"
"S-BEA-AS-010","E","Ống lót H 318"
"S-BEA-AS-011","E","Ống lót HE 318"
"S-BEA-AS-013","E","Ống lót SKF H 2311"
"S-BEA-AS-014","E","Ống lót SKF H 313-Net"
"S-BEA-AS-015","E","Ống lót SKF H 315"
"S-BEA-AS-016","E","Ống lót SKF H 317"
"S-BEA-AS-017","E","Ống lót SKF H 320"
"S-BEA-AS-018","E","Vòng răng SKF FRB 12/180"
"S-BEA-AS-020","E","Ống lót H 322"
"S-BEA-AS-021","E","Ống lót SKF H 2308"
"S-BEA-AS-022","E","Ống lót H 2316"
"S-BEA-AS-023","E","Ống lót H 2317"
"S-BEA-AS-024","E","Ống lót H 2313"
"S-BEA-AS-025","E","Ống lót H 311"
"S-BEA-AS-026","E","Ống lót SKF H 22309 EK"
"S-BEA-AS-027","E","Ống lót H 2312"
"S-BEA-AS-028","E","Phe SKF-FRB 19.5/215"
"S-BEA-AS-029","E","Phe SKF-FRB 9/90"
"S-BEA-AS-030","E","Vòng đệm SKF MB20"
"S-BEA-AS-031","E","Vòng răng 100"
"S-BEA-AS-033","E","Ống lót H 313"
"S-BEA-AS-034","E","Phe SKF FRB5/140"
"S-BEA-AS-035","E","Phe SR 200/135"
"S-BEA-AS-036","E","Ống lót H 2307"
"S-BEA-AS-037","E","Phe Ф 16"
"S-BEA-AS-039","E","Ống lót H 312"
"S-BEA-AS-044","E","Phe gài CPM"
"S-BEA-AS-045","E","Vòng răng KM30"
"S-BEA-AS-046","E","Vòng đệm MB30"
"S-BEA-AS-051","E","Vòng răng 86-24"
"S-BEA-AS-052","E","Phe chặn DS6000"
"S-BEA-AS-053","E","Phe cài"
"S-BEA-AS-054","E","Miếng đệm CPM"
"S-BEA-AS-056","E","Phe lỗ Ф 190mm"
"S-BEA-AS-057","E","Phe trục 150mm"
"S-BEA-AS-058","E","Phe lỗ 110"
"S-BEA-AS-059","E","Phe SKF FRB 9.5/100"
"S-BEA-AS-060","E","Phe SKF FRB 10/120"
"S-BEA-AS-062","E","Ống lót SKF HE 311 B"
"S-BEA-AS-063","E","Phốt SKF FRB 12.5/140"
"S-BEA-AS-064","E","Miếng đệm CPM"
"S-BEA-AS-065","E","Ống lót H 319"
"S-BEA-AS-066","E","Phe SKF FRB 12.5/170"
"S-BEA-AS-067","E","Phốt SKF TSN 519L"
"S-BEA-AS-068","E","Vòng răng 112"
"S-BEA-AS-069","E","Vòng răng KM20"
"S-BEA-AS-070","E","Miếng đệm CPM7726"
"S-BEA-AS-071","E","Miếng đệm bạc đạn"
"S-BEA-BB-001","E","Gối đỡ SKF FY 510 M"
"S-BEA-BB-002","E","Gối đỡ SKF SNL 519-616"
"S-BEA-BB-003","E","Gối đỡ SKF SNL 524-620"
"S-BEA-BB-004","E","Gối đỡ SNL 510-608"
"S-BEA-BB-005","E","Gối đỡ SNL 511-609"
"S-BEA-BB-006","E","Gối đỡ SNL 515-612"
"S-BEA-BB-007","E","Gối đỡ SNL 518-615"
"S-BEA-BB-008","E","Gối đỡ SNL 522-619"
"S-BEA-BB-009","E","Gối đỡ SNV 160-FAG"
"S-BEA-BB-010","E","Gối đỡ SKF SNL 513-611"
"S-BEA-BB-011","E","Gối đỡ SKF SNL 517"
"S-BEA-BB-012","E","Gối đỡ SKF SNL 512-610"
"S-BEA-BB-013","E","Gối đỡ SKF SNL 516-613"
"S-BEA-BB-016","E","Gối đỡ SKF SNL 520-617"
"S-BEA-BB-019","E","Gối đỡ SKF FYJ 45 TF"
"S-BEA-BB-020","E","Gối đỡ FYJ 80 TF"
"S-BEA-BB-021","E","Gối đỡ SKF SN 516"
"S-BEA-BB-022","E","Gối đỡ SKF SNL 3036"
"S-BEA-BB-023","E","Gối đỡ 88x48"
"S-BEA-BB-024","E","Gối đỡ FNL 513A"
"S-BEA-BB-025","E","Gối đỡ FNL 515A"
"S-BEA-BB-026","E","Gối đỡ FNL 512A"
"S-BEA-BE-001","E","Bạc đạn 21311 EAE4C3"
"S-BEA-BE-002","E","Bạc đạn SKF 21312 E/C3"
"S-BEA-BE-003","E","Bạc đạn 21313 EAE4C3"
"S-BEA-BE-004","E","Bạc đạn SKF 22210 EK"
"S-BEA-BE-005","E","Bạc đạn SKF 22218 EK"
"S-BEA-BE-006","E","Bạc đạn 22320 E1C3-FAG"
"S-BEA-BE-009","E","Bạc đạn SKF 30212 J2/Q"
"S-BEA-BE-010","E","Bạc đạn 32220 Timken"
"S-BEA-BE-011","E","Bạc đạn 6003"
"S-BEA-BE-012","E","Bạc đạn 6004"
"S-BEA-BE-014","E","Bạc đạn 6007"
"S-BEA-BE-015","E","Bạc đạn 6013"
"S-BEA-BE-016","E","Bạc đạn 62002"
"S-BEA-BE-017","E","Bạc đạn 6201"
"S-BEA-BE-018","E","Bạc đạn SKF 6202-2RSH"
"S-BEA-BE-019","E","Bạc đạn 6203"
"S-BEA-BE-020","E","Bạc đạn SKF 6204-2Z"
"S-BEA-BE-021","E","Bạc đạn SKF 6205-2RSH/C3"
"S-BEA-BE-022","E","Bạc đạn SKF 6206-2RS1"
"S-BEA-BE-023","E","Bạc đạn SKF 6207-2RS1/C3"
"S-BEA-BE-024","E","Bạc đạn SKF 6208"
"S-BEA-BE-025","E","Bạc đạn SKF 6301-2Z"
"S-BEA-BE-027","E","Bạc đạn 6304"
"S-BEA-BE-028","E","Bạc đạn 6305"
"S-BEA-BE-029","E","Bạc đạn SKF 6306-2RS1/C3"
"S-BEA-BE-030","E","Bạc đạn 6308 FAG"
"S-BEA-BE-031","E","Bạc đạn SKF 6309-2Z"
"S-BEA-BE-032","E","Bạc đạn SKF 6312-2RS1/C3"
"S-BEA-BE-033","E","Bạc đạn SKF 6313-2RS1"
"S-BEA-BE-034","E","Bạc đạn 6904"
"S-BEA-BE-035","E","Bạc đạn chữ thập G87"
"S-BEA-BE-036","E","Bạc đạn F210"
"S-BEA-BE-037","E","Bạc đạn FL 202"
"S-BEA-BE-038","E","Bạc đạn FL206"
"S-BEA-BE-039","E","Bạc đạn LRT 809054 IKO"
"S-BEA-BE-040","E","Bạc đạn LRT 9010563 IKO"
"S-BEA-BE-041","E","Bạc đạn SKF NA 6918"
"S-BEA-BE-042","E","Bạc đạn SKF RNA 6916"
"S-BEA-BE-043","E","Bạc đạn SKF RNA 6918"
"S-BEA-BE-044","E","Bạc đạn SKF 1316K"
"S-BEA-BE-045","E","Bạc đạn SKF 1320 K/C3"
"S-BEA-BE-047","E","Bạc đạn SKF 21312E"
"S-BEA-BE-049","E","Bạc đạn SKF 2217 K"
"S-BEA-BE-051","E","Bạc đạn SKF 22215 EK"
"S-BEA-BE-053","E","Bạc đạn SKF 22217 EK"
"S-BEA-BE-055","E","Bạc đạn SKF 22224 EK"
"S-BEA-BE-056","E","Bạc đạn SKF 22226E/C3"
"S-BEA-BE-057","E","Bạc đạn SKF 23028 CC/C3"
"S-BEA-BE-058","E","Bạc đạn SKF 23138 CC/C3 W33"
"S-BEA-BE-059","E","Bạc đạn SKF 2320 KM/C3"
"S-BEA-BE-060","E","Bạc đạn SKF 23220 CC/W33"
"S-BEA-BE-061","E","Bạc đạn SKF 24036 CC/C3 W33"
"S-BEA-BE-062","E","Bạc đạn SKF 29415E"
"S-BEA-BE-063","E","Bạc đạn SKF 32028 X"
"S-BEA-BE-064","E","Bạc đạn SKF 3207 A-2RS1TN9/MT33"
"S-BEA-BE-065","E","Bạc đạn SKF 33217/Q"
"S-BEA-BE-066","E","Bạc đạn SKF 32220 J2"
"S-BEA-BE-067","E","Bạc đạn SKF 6202"
"S-BEA-BE-068","E","Bạc đạn SKF 6203-2RSH"
"S-BEA-BE-069","E","Bạc đạn SKF 6205"
"S-BEA-BE-070","E","Bạc đạn SKF 6207-2RS1"
"S-BEA-BE-071","E","Bạc đạn SKF 6208-2RS1/C3"
"S-BEA-BE-072","E","Bạc đạn SKF 6209-2RS1/C3"
"S-BEA-BE-073","E","Bạc đạn SKF 6210-2RS1/C3"
"S-BEA-BE-074","E","Bạc đạn SKF 6212-2Z/C3"
"S-BEA-BE-075","E","Bạc đạn SKF 6213-2RS1/C3"
"S-BEA-BE-076","E","Bạc đạn SKF 6213-2Z/C3"
"S-BEA-BE-077","E","Bạc đạn SKF 6215-2RS1/C3"
"S-BEA-BE-078","E","Bạc đạn SKF 6215-2Z/C3"
"S-BEA-BE-079","E","Bạc đạn SKF 6217/C3"
"S-BEA-BE-080","E","Bạc đạn SKF 6219-2RS1/C3"
"S-BEA-BE-081","E","Bạc đạn SKF 6304-2Z"
"S-BEA-BE-082","E","Bạc đạn SKF 6305"
"S-BEA-BE-083","E","Bạc đạn SKF 6306-2z"
"S-BEA-BE-084","E","Bạc đạn SKF 6307-2z"
"S-BEA-BE-085","E","Bạc đạn SKF 6313-2RS1/C3"
"S-BEA-BE-086","E","Bạc đạn SKF 6314/C3"
"S-BEA-BE-087","E","Bạc đạn SKF 6316"
"S-BEA-BE-088","E","Bạc đạn SKF 6319"
"S-BEA-BE-089","E","Bạc đạn SKF 6319-2Z/C3"
"S-BEA-BE-090","E","Bạc đạn SKF 6322/C3"
"S-BEA-BE-091","E","Bạc đạn SKF FRB 4/100"
"S-BEA-BE-092","E","Bạc đạn SKF NJ 2315 ECP"
"S-BEA-BE-093","E","Bạc đạn SKF NJ 2317"
"S-BEA-BE-094","E","Bạc đạn SKF NJ 307"
"S-BEA-BE-095","E","Bạc đạn SKF NU 218 ECM/C3"
"S-BEA-BE-096","E","Bạc đạn SKF NU 2218 ECP/C3"
"S-BEA-BE-097","E","Bạc đạn SKF NU 2218 ECP"
"S-BEA-BE-098","E","Bạc đạn SKF NU 228 ECM/C3"
"S-BEA-BE-099","E","Bạc đạn SKF NU 316 ECP"
"S-BEA-BE-100","E","Bạc đạn SKF NU 319 ECP"
"S-BEA-BE-101","E","Bạc đạn SKF NU2328 ECMA/C3"
"S-BEA-BE-102","E","Bạc đạn SKF YSA 210-2FK"
"S-BEA-BE-103","E","Bạc đạn SKF SY 35 TF"
"S-BEA-BE-104","E","Bạc đạn SKF SY 40 TF"
"S-BEA-BE-105","E","Bạc đạn UKF 212"
"S-BEA-BE-106","E","Bạc đạn UKF 213"
"S-BEA-BE-109","E","Bạc đạn UKF 216"
"S-BEA-BE-110","E","Bạc đạn UKF 218"
"S-BEA-BE-111","E","Bạc đạn UCF 206"
"S-BEA-BE-112","E","Bạc đạn UCF 207"
"S-BEA-BE-113","E","Bạc đạn UCF 208"
"S-BEA-BE-114","E","Bạc đạn UCF 209"
"S-BEA-BE-115","E","Bạc đạn UCF 210"
"S-BEA-BE-116","E","Bạc đạn UCF 212"
"S-BEA-BE-117","E","Bạc đạn UCF 213"
"S-BEA-BE-118","E","Bạc đạn UCF 214"
"S-BEA-BE-119","E","Bạc đạn UCF 215"
"S-BEA-BE-120","E","Bạc đạn UCF 216"
"S-BEA-BE-121","E","Bạc đạn UCF 218"
"S-BEA-BE-122","E","Bạc đạn UCP 207"
"S-BEA-BE-123","E","Bạc đạn UCP 208"
"S-BEA-BE-124","E","Bạc đạn UCP 209"
"S-BEA-BE-125","E","Bạc đạn UCT 211"
"S-BEA-BE-126","E","Bạc đạn UKF 209J"
"S-BEA-BE-127","E","Bạc đạn UKF 210"
"S-BEA-BE-128","E","Bạc đạn UKF 211"
"S-BEA-BE-129","E","Bạc đạn YAR 218-2F"
"S-BEA-BE-130","E","Bạc đạn-NO50 THHD 025(T511)"
"S-BEA-BE-131","E","Bạc đạn SKF 23232 CC/C3 W33"
"S-BEA-BE-132","E","Bạc chử thập GUM87"
"S-BEA-BE-133","E","Bạc đạn SKF2222 KM/C3"
"S-BEA-BE-134","E","Bạc đạn SKF 22213 EK/C3"
"S-BEA-BE-135","E","Bạc đạn 22216 EK"
"S-BEA-BE-136","E","Bạc đạn SKF 22309 EK"
"S-BEA-BE-137","E","Bạc đạn 22212 EK"
"S-BEA-BE-139","E","Bạc đạn 22316E"
"S-BEA-BE-140","E","Bạc đạn 29436"
"S-BEA-BE-141","E","Bạc đạn UKF 208"
"S-BEA-BE-142","E","Bạc đạn SKF 32010 X/Q"
"S-BEA-BE-143","E","Bạc đạn 22222 EK"
"S-BEA-BE-145","E","Bạc đạn UCP 212"
"S-BEA-BE-148","E","Bạc đạn SKF 22211 EK"
"S-BEA-BE-150","E","Bạc đạn UCP 213"
"S-BEA-BE-151","E","Bạc đạn UCP 214"
"S-BEA-BE-154","E","Bạc đạn UCT 207"
"S-BEA-BE-155","E","Bạc đạn UCT 208"
"S-BEA-BE-156","E","Bạc đạn UCP 210"
"S-BEA-BE-157","E","Bạc đạn 60002Z"
"S-BEA-BE-158","E","Bạc đạn 30210"
"S-BEA-BE-159","E","Bạc đạn 6300"
"S-BEA-BE-160","E","Bạc đạn SKF 21317E"
"S-BEA-BE-161","E","Bạc đạn SKF 6007-2z/C3"
"S-BEA-BE-163","E","Bạc đạn SKF 6206-2RS1/C3"
"S-BEA-BE-164","E","Bạc đạn SKF 6220-2z/C3"
"S-BEA-BE-165","E","Bạc đạn SKF 6302-2RSH"
"S-BEA-BE-166","E","Bạc đạn SKF 6303"
"S-BEA-BE-167","E","Bạc đạn SKF 6308-2Z"
"S-BEA-BE-168","E","Bạc đạn SKF 6312-2RS/C3"
"S-BEA-BE-169","E","Bạc đạn SKF 7308"
"S-BEA-BE-170","E","Bạc đạn SKF NU 322 ECP/C3"
"S-BEA-BE-171","E","Bạc đạn SKF YSA 212-2FK"
"S-BEA-BE-172","E","Bạc đạn UC 207"
"S-BEA-BE-173","E","Bạc đạn UC 208"
"S-BEA-BE-174","E","Bạc đạn UC 212"
"S-BEA-BE-175","E","Bạc đạn UC 213"
"S-BEA-BE-176","E","Bạc đạn UC 214"
"S-BEA-BE-177","E","Bạc đạn UC 215"
"S-BEA-BE-178","E","Bạc đạn UC 216"
"S-BEA-BE-179","E","Bạc đạn UC 218"
"S-BEA-BE-180","E","Bạc đạn UCF 211"
"S-BEA-BE-181","E","Bạc đạn UCP 206"
"S-BEA-BE-182","E","Bạc đạn UCP 216"
"S-BEA-BE-183","E","Bạc đạn SKF FY 513 M"
"S-BEA-BE-185","E","Bạc đạn SKF 6002-2RSH"
"S-BEA-BE-187","E","Bạc đạn UC 210"
"S-BEA-BE-188","E","Bạc đạn SKF 6407/C3"
"S-BEA-BE-189","E","Bạc đạn SKF 6022"
"S-BEA-BE-190","E","Bạc đạn 6201"
"S-BEA-BE-191","E","Bạc đạn SKF 22313 EK"
"S-BEA-BE-192","E","Bạc đạn UK 213"
"S-BEA-BE-195","E","Bạc đạn 932/938"
"S-BEA-BE-196","E","Bạc đạn NU 32219 EPC/C3"
"S-BEA-BE-197","E","Bạc đạn 6006"
"S-BEA-BE-199","E","Bạc đạn 2222 KM/C3"
"S-BEA-BE-200","E","Bạc đạn SKF 32222"
"S-BEA-BE-201","E","Bạc đạn UKF 207"
"S-BEA-BE-202","E","Bạc đạn SKF 131209"
"S-BEA-BE-203","E","Bạc đạn 2216"
"S-BEA-BE-204","E","Bạc đạn SKF 32205"
"S-BEA-BE-205","E","Bạc đạn 6001"
"S-BEA-BE-206","E","Bạc đạn FY 55 TF"
"S-BEA-BE-207","E","Bạc đạn UCF 205"
"S-BEA-BE-208","E","Bạc đạn 6200"
"S-BEA-BE-210","E","Bạc đạn SKF NU 308 ECP"
"S-BEA-BE-211","E","Bạc đạn SKF NU 2211 ECP"
"S-BEA-BE-212","E","Bạc đạn SKF NJ 309 ECP"
"S-BEA-BE-213","E","Bạc đạn SKF 6020/C3"
"S-BEA-BE-214","E","Bạc đạn SKF NU 306"
"S-BEA-BE-215","E","Bạc đạn SKF NJ 306"
"S-BEA-BE-219","E","Bạc đạn SKF 6311-2RS1"
"S-BEA-BE-221","E","Bạc đạn SKF 23222"
"S-BEA-BE-222","E","Bạc đạn SKF 6213-2Z"
"S-BEA-BE-223","E","Bạc đạn SKF NJ 228 EC"
"S-BEA-BE-224","E","Bạc đạn SKF NU 232 EC"
"S-BEA-BE-226","E","Bạc đạn 22215E"
"S-BEA-BE-227","E","Bạc đạn NU 2206 ECP"
"S-BEA-BE-228","E","Bạc đạn SKF 23036"
"S-BEA-BE-229","E","Bạc đạn 6209"
"S-BEA-BE-230","E","Bạc đạn SKF 23228 CC/W33"
"S-BEA-BE-231","E","Bạc đạn FL 207"
"S-BEA-BE-232","E","Bạc đạn UK 210"
"S-BEA-BE-234","E","Bạc đạn UKP 218"
"S-BEA-BE-235","E","Bạc đạn SKF NU 328 ECM/C3"
"S-BEA-BE-236","E","Bạc đạn UCP 218"
